response_id,vignette_id,unit,title,setting,condition,block,model,A_accuracy,A_adaptation,A_actionable,A_cultural,B_accuracy,B_adaptation,B_actionable,B_cultural,C_accuracy,C_adaptation,C_actionable,C_cultural,final_accuracy,final_adaptation,final_actionable,final_cultural,final_total,needs_adjudication,total_diff,A_notes,B_notes,C_notes,adjudication_notes
R0194,O08,,,C,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0260,O08,,,C,1,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0044,O09,,,B,1,1,Claude-Sonnet,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,2.0,1.0,2.0,1.0,6.0,False,0.0,,O - some investigations may be unavailable,,
R0054,O09,,,C,1,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0064,O09,,,A,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0180,O09,,,C,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0218,O09,,,A,1,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0282,O09,,,A,1,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0088,O10,,,A,1,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0190,O10,,,B,1,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0201,O10,,,C,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0207,O10,,,A,1,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0257,O10,,,C,1,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0267,O11,,,C,1,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0276,O11,,,A,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0035,O12,,,A,2,1,Gemini-Flash,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,,,,,2.0,1.5,2.0,0.0,5.5,False,1.0,,"C - seting is tertiary hospital, obstetric team should be informed immediately.",,
R0093,O12,,,A,2,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0157,O12,,,A,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0116,O13,,,C,2,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0121,O13,,,B,1,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0131,O13,,,A,2,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0144,O13,,,A,2,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0033,P01,,,B,1,1,Claude-Sonnet,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,False,0.0,"O - setting not condidered, tepid sponging possible ",C - NPO not indicated. Give ORS/ feed as soon as tolerated.,,
R0063,P01,,,B,1,1,GPT-4o-mini,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,2.0,1.0,2.0,1.0,6.0,False,0.0,,,,
R0143,P01,,,A,1,1,GPT-4o-mini,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,1.5,1.5,2.0,1.0,6.0,False,0.0,,,,
R0184,P01,,,B,1,1,Gemini-Flash,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.5,0.5,1.5,1.0,4.5,False,1.0,,,,
R0041,P02,,,C,1,1,Gemini-Flash,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,,,,,0.5,1.5,1.5,0.0,3.5,False,1.0,,C - small infrequent feeds and not NPO,,
R0051,P02,,,B,1,1,Gemini-Flash,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,3.0,False,0.0,,,,
R0265,P02,,,C,1,1,Claude-Sonnet,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,False,0.0,"C - suggests tx not available in the phc
mentions Anambra but no other indications of setting, dx a bit off",,,
R0043,P03,,,B,1,1,GPT-4o-mini,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,1.5,1.0,1.0,1.0,4.5,False,1.0,,O - lumbar puncture may be unavailable,,
R0075,P03,,,B,1,1,Gemini-Flash,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,,,,,1.5,0.0,0.5,1.0,3.0,False,0.0,"O - does not mention ampi and gent as the combination of choice, no phenobarb prophylaxis",,,
R0185,P03,,,B,1,1,LLaMA-3-70B,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,1.5,0.0,0.5,0.0,2.0,False,0.0,"O - does not mention ampi and gent as the combination of choice, no phenobarb prophylaxis",,,
R0238,P03,,,C,1,1,Gemini-Flash,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,2.0,False,0.0,"O - does not mention ampi and gent as the combination of choice, no phenobarb prophylaxis",,,
R0004,P04,,,C,1,1,GPT-4o-mini,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,,,,,2.0,0.0,0.5,1.0,3.5,False,1.0,,,,
R0066,P04,,,C,1,1,Claude-Sonnet,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,5.0,False,0.0,"C - never heard of a bilirubinometer ,
O - no mention of EBT and the formula for calculating mgt choice","C - unavailable investigations, fluids not accounted for",,
R0094,P04,,,A,1,1,GPT-4o-mini,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,,,,,1.0,1.0,2.0,0.0,4.0,False,0.0,,,,
R0115,P04,,,C,1,1,Gemini-Flash,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1.5,0.0,0.0,0.0,1.5,False,1.0,O - no mention of EBT and the formula for calculating mgt choice,"C - unavailable investigations, did not refer",,
R0242,P04,,,B,1,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0155,P05,,,A,1,1,Claude-Sonnet,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,6.0,False,0.0,O O,,,
R0263,P05,,,C,1,1,GPT-4o-mini,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,2.0,False,0.0,,,,
R0070,P06,,,C,1,1,LLaMA-3-70B,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,,,,,2.0,1.0,1.0,0.5,4.5,False,1.0,,,,
R0200,P06,,,B,1,1,Claude-Sonnet,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,3.0,False,0.0,"C - can do back blows , assumes oxygen  present",,,
R0060,P07,,,A,1,1,GPT-4o-mini,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,1.5,1.5,1.0,5.0,False,0.0,,,,
R0163,P07,,,C,1,1,Gemini-Flash,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,,,,,2.0,1.0,0.0,1.0,4.0,False,0.0,,C - oxygen unavailable,,
R0014,P08,,,B,1,1,GPT-4o-mini,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.5,1.0,0.0,1.5,False,1.0,C - heart failure but giving NS,,,
R0019,P08,,,C,2,1,Claude-Sonnet,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,,,,,1.5,0.5,0.5,0.0,2.5,False,1.0,"C- gent is 5mg/kg in 2 divided doses, oxygen is not present",O - there might not be O2 in PHC. No alternative provided,,
R0096,P08,,,A,2,1,GPT-4o-mini,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,1.0,2.0,1.0,0.0,4.0,False,0.0,"C - heart failure but giving NS
O - no furosemide",,,
R0097,P08,,,B,1,1,LLaMA-3-70B,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,2.0,False,0.0,"C - pneumonia in heart failure should be primary dx, then the antibiotics are not first line for pneumonia (ampicillin, gentamycin) O -  give furosemide for the heart failure",,,
R0139,P08,,,C,1,1,Claude-Sonnet,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,1.5,1.5,0.5,1.0,4.5,False,1.0,"C - suggests stuff which may not be possible eg oxygen, benzpenicillin in a phc
C - the dosage is off for gent",,,
R0154,P08,,,A,2,1,LLaMA-3-70B,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,2.0,0.0,0.0,2.0,False,0.0,C - fluid in heart failure,C - restrict fluids,,
R0179,P08,,,A,2,1,Gemini-Flash,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,6.0,False,0.0,O - ceft is given in 2 divided doses,,,
R0001,P09,,,A,1,1,GPT-4o-mini,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,1.5,1.5,1.0,5.0,False,0.0,"O - is non specific about mgt , still asks do local guidelines when it is in the local, no urine rack in this pt","O - does not state drug dosage, C - refer patient where? ",,
R0081,P09,,,A,1,1,Gemini-Flash,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0092,P09,,,A,2,1,GPT-4o-mini,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,2.0,1.5,1.0,5.5,False,1.0,"C - artesunate dose is not right for this child
it is actionable but safety is debatable",,,
R0113,P09,,,A,2,1,Gemini-Flash,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,,,,,1.0,2.0,1.0,0.0,4.0,False,0.0,"C - artesunate dose is not right for this child
it is actionable but safety is debatable",C - artesunate dose,,
R0119,P09,,,B,1,1,LLaMA-3-70B,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,2.0,0.0,0.0,2.0,False,0.0,"O - no specific doses, which fluid and how much
C - ACT for severe malaria",C - did not give IV artesunate or other parenteral antimalarial,,
R0216,P09,,,C,1,1,Gemini-Flash,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,,,,,1.0,2.0,1.5,0.0,4.5,False,1.0,C  - giving 2.4mg/kg of artesunate without confirming weight which could require 3mg/kg,,,
R0231,P09,,,C,1,1,LLaMA-3-70B,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,,,,,1.0,1.5,1.5,0.0,4.0,False,0.0,O - vagues about drugs route and dose ,C - did not give IV artesunate or other parenteral antimalarial,,
R0243,P09,,,B,1,1,GPT-4o-mini,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.5,3.5,False,1.0,"O - things may or may not be available, no tepid sponging",O - no drug dose; C - unavailable investigations,,
R0167,P10,,,C,1,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0244,P10,,,C,1,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0042,P11,,,B,1,1,Claude-Sonnet,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,2.0,2.0,1.0,6.0,False,0.0,C - hypoglycemia correction in SAM is 50mls of 10% dextrose,,,
R0151,P11,,,C,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0132,P12,,,C,1,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0222,P12,,,A,1,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0278,P12,,,B,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0023,P13,,,B,1,1,LLaMA-3-70B,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,1.0,1.0,0.0,0.0,2.0,False,0.0,,"O - no treatment for heart failure, benthazine penicillin not readily available, no mention of procaine penicillin, no salicylates, no prednisolone. no longterm prophylaxis. Generally failed to make a dignosis of rheumatic heart disease",,
R0104,P13,,,B,1,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0268,P13,,,A,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0003,P14,,,B,1,1,LLaMA-3-70B,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,3.0,False,0.0,"O- the fluid giving regimen, changing the fluid based on RBG",O,,
R0032,P14,,,C,2,1,LLaMA-3-70B,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,,,,,1.5,2.0,2.0,0.0,5.5,False,1.0,,O - abscence of reference values for glucose monitoring,,
R0048,P14,,,B,1,1,Gemini-Flash,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,2.0,0.5,1.5,0.5,4.5,False,1.0,,,,
R0067,P14,,,C,2,1,Gemini-Flash,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0102,P14,,,A,2,1,Gemini-Flash,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0175,P14,,,C,1,1,GPT-4o-mini,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,,,,2.0,0.0,0.0,1.0,3.0,False,0.0,,,,
R0192,P14,,,C,2,1,GPT-4o-mini,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,5.0,False,0.0,,,,
R0249,P14,,,B,1,1,GPT-4o-mini,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,1.5,1.0,1.0,1.0,4.5,False,1.0,C- insulin isnt given as infusion but bolus per hour,,,
R0264,P14,,,C,1,1,LLaMA-3-70B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,False,0.0,,,,
R0270,P14,,,C,1,1,Claude-Sonnet,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0284,P14,,,A,1,1,Gemini-Flash,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0045,P15,,,C,2,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0087,P15,,,B,1,1,Gemini-Flash,,2.0,,,,,,,,,,,,2.0,,,,False,,,,,
R0103,P15,,,C,1,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0110,P15,,,A,2,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0127,P15,,,C,1,1,Gemini-Flash,,,,,,,,,,,,,,,,,,False,,,,,
R0193,P15,,,B,1,1,LLaMA-3-70B,,,,,,,,,,,,,,,,,,False,,,,,
R0235,P15,,,A,1,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0273,P15,,,B,1,1,Claude-Sonnet,,,,,,,,,,,,,,,,,,False,,,,,
R0293,P15,,,C,2,1,GPT-4o-mini,,,,,,,,,,,,,,,,,,False,,,,,
R0046,P16,,,A,2,1,Claude-Sonnet,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,7.0,False,0.0,O - no mention of setting plus ampiciilin sulbactam is preferred,,,
R0086,P16,,,C,2,1,Gemini-Flash,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,1.5,2.0,2.0,1.0,6.5,False,1.0,,,,
R0148,P16,,,C,2,1,GPT-4o-mini,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,1.5,1.5,1.5,1.0,5.5,False,1.0,,,,
R0172,P16,,,C,1,1,Gemini-Flash,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,2.0,1.0,2.0,1.0,6.0,False,0.0,,C - no oxygen,,
R0181,P16,,,A,1,1,LLaMA-3-70B,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,,,,,1.5,1.0,1.5,0.5,4.5,False,1.0,,,,
R0221,P16,,,C,1,1,LLaMA-3-70B,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,1.5,1.0,1.0,1.0,4.5,False,1.0,,,,
R0258,P16,,,A,2,1,GPT-4o-mini,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,2.0,2.0,1.0,6.0,False,0.0,O - expressed bm through cup and spoon,,,
R0262,P16,,,C,1,1,GPT-4o-mini,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,0.0,1.0,1.0,3.0,False,0.0,,,,
R0281,P16,,,B,1,1,Claude-Sonnet,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,2.0,0.5,0.5,1.0,4.0,False,0.0,,,,
R0285,P16,,,B,1,1,GPT-4o-mini,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.5,0.5,1.5,1.0,4.5,False,1.0,,,,
R0069,S01,,,C,2,1,LLaMA-3-70B,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0084,S01,,,C,2,1,Claude-Sonnet,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0120,S01,,,A,1,1,Claude-Sonnet,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,,,,,2.0,1.0,2.0,0.5,5.5,False,1.0,,,,
R0146,S01,,,B,1,1,Gemini-Flash,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,,,,,2.0,1.5,1.0,0.0,4.5,False,1.0,,,,
R0219,S01,,,C,2,1,GPT-4o-mini,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,1.5,1.0,1.5,0.5,4.5,False,1.0,"O - rule out ectopic, abd uss",,,
R0228,S01,,,A,1,1,GPT-4o-mini,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0277,S01,,,A,2,1,Claude-Sonnet,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,,,,,2.0,1.5,2.0,0.5,6.0,False,0.0,,,,
R0018,S02,,,B,1,1,Claude-Sonnet,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,,,,,2.0,0.5,1.0,0.0,3.5,False,1.0,,,,
R0059,S02,,,B,1,1,Gemini-Flash,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,,,,2.0,0.0,0.5,0.5,3.0,False,0.0,,,,
R0076,S02,,,C,1,1,LLaMA-3-70B,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,,,,,1.5,1.0,1.0,0.0,3.5,False,1.0,O - no decompression,,,
R0158,S02,,,A,1,1,GPT-4o-mini,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,,,,,2.0,1.0,2.0,0.0,5.0,False,0.0,,,,
R0252,S02,,,C,1,1,Claude-Sonnet,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,2.0,1.5,1.0,1.0,5.5,False,1.0,,,,
R0062,S03,,,C,1,1,Gemini-Flash,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,,,,,2.0,2.0,1.0,0.0,5.0,False,0.0,,C - morphine might be unavailable at PHC,,
R0090,S03,,,B,1,1,GPT-4o-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,False,0.0,"O - no endotracheal intubation, preemptive o2 admin ",,,
R0100,S03,,,C,2,1,Gemini-Flash,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,,,,,2.0,2.0,1.0,0.0,5.0,False,0.0,,,,
R0245,S03,,,C,2,1,Claude-Sonnet,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0022,S04,,,B,1,1,GPT-4o-mini,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.5,2.5,False,1.0,,,,
R0055,S04,,,B,1,1,LLaMA-3-70B,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,1.5,0.5,1.0,0.0,3.0,False,0.0,,O - landmark for chest tube nsertion not stated,,
R0089,S04,,,A,1,1,LLaMA-3-70B,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,,,,,1.5,1.0,2.0,0.0,4.5,False,1.0,,,,
R0011,S05,,,C,1,1,GPT-4o-mini,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0065,S05,,,C,1,1,Gemini-Flash,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,,,,,2.0,1.5,1.0,0.0,4.5,False,1.0,,C - requested fir investigations in a HC but referred for DRE?,,
R0091,S05,,,B,1,1,LLaMA-3-70B,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,,,,1.0,0.5,1.5,0.0,3.0,False,0.0,C - why admit,,,
R0125,S05,,,B,1,1,Claude-Sonnet,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,2.0,0.5,0.5,1.0,4.0,False,0.0,,"C - SPC a theatre procedure, no specialist",,
R0165,S05,,,A,1,1,Claude-Sonnet,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,1.5,2.0,2.0,1.0,6.5,False,1.0,"C - no need for these : - Secure IV access; obtain bloods: FBC, U&E/Creatinine, PSA, blood glucose, coagulation screen
- Urinalysis and urine M/C/S
- Bladder ultrasound to confirm retention and estimate volume",,,
R0186,S05,,,B,1,1,GPT-4o-mini,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,2.0,1.0,2.0,1.0,6.0,False,0.0,,C - unavailable investigations,,
R0197,S05,,,C,1,1,Claude-Sonnet,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,5.0,False,0.0,,,,
R0202,S05,,,A,1,1,GPT-4o-mini,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,0.5,6.5,False,1.0,,,,
R0034,S06,,,B,1,1,GPT-4o-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,False,0.0,,"O - no emphasis of agressive hydration, availability of phenylyephrine, hydroxyurea in secondary hospital questionable; epinephrine not given as alternative for phenylephrine ",,
R0073,S06,,,C,1,1,Claude-Sonnet,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,4.0,False,0.0,,C - Etilefrine mayn not be readiliy available. Consider epinephrine,,
R0077,S06,,,A,1,1,GPT-4o-mini,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,2.0,1.5,1.0,5.5,False,1.0,"O - aggressive hydration, IV epinephrine",,,
R0138,S06,,,A,1,1,Claude-Sonnet,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,1.5,2.0,1.5,1.0,6.0,False,0.0,"C - no need for aspirate, grouping and cross-match",,,
R0224,S06,,,B,1,1,Claude-Sonnet,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,,,,,1.5,1.0,0.5,1.0,4.0,False,0.0,"C - why oxygen, aggressive fluid rescus",C did not refer to urologist,,
R0225,S06,,,C,1,1,GPT-4o-mini,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.5,1.0,1.0,3.5,False,1.0,O - IV fluid IS necessary,,,
R0005,S07,,,B,1,1,Claude-Sonnet,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,,,,,2.0,0.5,1.0,0.0,3.5,False,1.0,,,,
R0013,S07,,,B,1,1,LLaMA-3-70B,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,,1.0,1.0,1.5,0.0,3.5,False,1.0,"C - there may be no O2
O - no cttd",,,
R0130,S07,,,A,1,1,LLaMA-3-70B,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,,,,,1.0,2.0,1.5,0.0,4.5,False,1.0,,,,
R0261,S07,,,A,1,1,GPT-4o-mini,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,1.5,2.0,2.0,0.0,5.5,False,1.0,,,,
R0289,S07,,,B,1,1,Gemini-Flash,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,,,,,2.0,1.0,0.5,0.0,3.5,False,1.0,,,,
R0099,S08,,,A,1,1,Gemini-Flash,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,2.0,0.0,6.0,False,0.0,,,,
R0206,S08,,,B,1,1,Claude-Sonnet,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,,,,,2.0,1.5,1.0,0.0,4.5,False,1.0,,,,
R0241,S08,,,C,1,1,Gemini-Flash,2.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,,,,,2.0,2.0,1.5,0.0,5.5,False,1.0,,,,
R0254,S08,,,A,1,1,LLaMA-3-70B,1.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,,,,,1.0,2.0,2.0,0.0,5.0,False,0.0,"O - no antiemetic, no mannitol",,,
R0387,M01,,,C,1,2,Gemini-Flash,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,4.5,False,1.0,,0 - IV morphine not routine. No paracetamol mention which is readily available. Serum Creatinine investigation not available,,
R0392,M01,,,C,1,2,GPT-4o-mini,,,,,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.5,0.0,1.0,1.0,3.5,False,1.0,,C - IV morphine / hydromorphone not readily available. Pain controlled analgesia pump in a PHC? please be fr.,,
R0402,M01,,,B,1,2,GPT-4o-mini,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.5,1.0,5.5,False,1.0,,O - IV fluids at least 1.5 maintenance,,
R0439,M01,,,A,1,2,Claude-Sonnet,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,False,0.0,,,,
R0328,M02,,,B,1,2,Gemini-Flash,,,,,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.5,1.0,0.5,0.5,3.5,False,1.0,,C - NTG not readily available,,
R0333,M02,,,A,1,2,GPT-4o-mini,,,,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.5,1.5,2.0,1.0,6.0,False,0.0,,"C - NTG not readily available, O - did not mention fluid restriction",,
R0372,M02,,,C,2,2,LLaMA-3-70B,,,,,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,1.5,2.0,1.5,0.0,5.0,False,0.0,,O - Did not mention positioning,,
R0386,M02,,,A,1,2,Claude-Sonnet,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,False,0.0,,C - echocardiography not elective. Needed to classify HF,,
R0482,M02,,,A,1,2,Gemini-Flash,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.0,6.5,False,1.0,,,,
